State,City,Population,Violent crime,Murder and non-negligent man-slaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson1,,,,,,
,Evans Town,"15,280",7,0,2,2,3,259,72,171,16,,,,,,,
,Fallsburg Town,"11,439",57,0,0,8,49,74,46,21,7,,,,,,,
,Floral Park Village,"15,893",14,0,0,11,3,63,16,37,10,,,,,,,
,Fredonia Village,"10,589",14,0,3,0,11,276,17,251,8,,,,,,,
,Freeport Village,"43,810",181,4,6,70,101,874,125,582,167,,,,,,,
,Fulton City,"11,661",17,0,4,2,11,573,87,476,10,,,,,,,
,Garden City Village,"21,829",11,0,0,5,6,289,14,264,11,,,,,,,
,Gates Town,"29,051",27,2,5,18,2,"1,159",106,941,112,,,,,,,
,Geddes Town,"10,846",3,0,0,1,2,188,20,159,9,,,,,,,
,Geneva,"13,543",31,0,2,11,18,364,61,298,5,,,,,,,
,Glen Cove,"26,833",36,0,6,22,8,239,49,157,33,,,,,,,
,Glens Falls,"14,239",13,0,1,3,9,261,38,217,6,,,,,,,
,Glenville Town,"20,583",7,0,0,1,6,184,22,155,7,,,,,,,
,Gloversville,"15,256",55,0,5,7,43,623,120,478,25,,,,,,,
,Greece Town,"94,786",75,3,15,41,16,"2,345",279,"1,864",202,,,,,,,
,Greenburgh Town,"43,659",60,0,5,25,30,916,91,770,55,,,,,,,
,Guilderland Town,"33,128",30,0,2,16,12,"1,017",75,914,28,,,,,,,
,Hamburg Town,"44,364",5,0,0,2,3,353,42,302,9,,,,,,,
,Harrison Town,"25,198",18,2,4,5,7,339,30,301,8,,,,,,,
,Haverstraw Town,"24,660",33,0,7,10,16,338,57,265,16,,,,,,,
,Haverstraw Village,"10,153",46,0,1,13,32,200,35,156,9,,,,,,,
,Hempstead Village,"53,264",319,5,12,146,156,"1,174",199,636,339,,,,,,,
,Irondequoit Town,"52,136",66,1,10,38,17,"1,997",316,"1,487",194,,,,,,,
,Jamestown,"30,785",167,0,19,47,101,"1,049",304,702,43,,,,,,,
,Kenmore Village,"15,964",19,1,0,10,8,259,52,197,10,,,,,,,
,Kent Town,"14,447",5,0,2,0,3,198,26,168,4,,,,,,,
,Kingston,"23,339",92,1,5,58,28,930,135,762,33,,,,,,,
,Lackawanna,"18,658",112,1,13,17,81,445,120,308,17,,,,,,,
,Lancaster Town,"22,852",17,0,2,5,10,366,75,281,10,,,,,,,
,Lewisboro Town,"12,531",3,0,0,1,2,228,14,212,2,,,,,,,
,Lewiston Town and Village,"16,382",5,1,0,0,4,186,37,133,16,,,,,,,
,Lloyd Town,"10,272",5,0,2,0,3,133,9,117,7,,,,,,,
,Lockport,"21,642",73,1,16,23,33,"1,055",188,804,63,,,,,,,
,Long Beach,"35,483",104,2,3,27,72,433,66,328,39,,,,,,,
,Lynbrook Village,"19,841",15,0,1,10,4,167,23,118,26,,,,,,,
,Mamaroneck Town,"11,505",8,0,0,4,4,133,22,100,11,,,,,,,
,Mamaroneck Village,"18,529",18,2,1,9,6,298,35,240,23,,,,,,,
,Manlius Town,"25,017",20,0,2,2,16,388,52,328,8,,,,,,,
,Massena Village,"11,003",9,0,0,0,9,301,35,263,3,,,,,,,
,Middletown,"25,913",107,1,12,42,52,675,83,553,39,,,,,,,
,Mount Kisco Village,"10,054",22,1,1,8,12,178,24,146,8,,,,,,,
,Mount Pleasant Town,"26,601",11,0,0,5,6,183,13,156,14,,,,,,,
,Mount Vernon,"68,536",544,5,21,292,226,"1,786",466,"1,072",248,,,,,,,
,Newburgh,"28,467",362,3,14,88,257,"1,175",259,790,126,,,,,,,
,Newburgh Town,"29,655",29,0,1,14,14,795,76,668,51,,,,,,,
,New Castle Town,"17,740",6,0,0,0,6,98,8,84,6,,,,,,,
,New Paltz Town and Village,"13,525",60,0,4,7,49,331,34,286,11,,,,,,,
,New Rochelle,"72,722",226,0,2,124,100,"1,553",186,"1,230",137,,,,,,,
,New Windsor Town,"24,253",82,0,3,9,70,541,79,441,21,,,,,,,
,New York,"8,101,321","55,688",570,"1,428","24,373","29,317","171,188","26,100","124,016","21,072",,,,,,,
,Niagara Falls,"54,093",635,4,28,187,416,"2,971",732,"1,942",297,,,,,,,
,Niskayuna Town,"21,048",11,0,1,5,5,486,41,433,12,,,,,,,
,North Castle Town,"11,599",12,0,1,5,6,140,17,119,4,,,,,,,
,North Greenbush Town,"11,068",20,0,0,1,19,122,15,103,4,,,,,,,
,North Tonawanda,"32,421",35,0,8,12,15,577,141,400,36,,,,,,,
,Ogdensburg,"11,855",6,0,0,4,2,599,140,443,16,,,,,,,
,Ogden Town,"19,113",5,0,0,0,5,331,45,277,9,,,,,,,
,Olean,"15,018",17,0,6,6,5,678,79,597,2,,,,,,,
,Oneida,"10,977",30,1,6,11,12,546,68,469,9,,,,,,,
,Oneonta City,"12,824",52,0,8,5,39,285,69,206,10,,,,,,,
,Orangetown Town,"35,885",47,0,2,19,26,577,68,489,20,,,,,,,
,Orchard Park Town,"27,885",11,0,2,2,7,514,67,429,18,,,,,,,
,Ossining Village,"24,276",71,0,8,38,25,266,33,190,43,,,,,,,
,Oswego City,"18,258",56,0,0,11,45,653,162,476,15,,,,,,,
,Peekskill,"23,481",53,1,3,18,31,271,46,207,18,,,,,,,
,Plattekill Town,"10,570",0,0,0,0,0,12,3,7,2,,,,,,,
,Plattsburgh City,"19,200",23,0,7,6,10,659,172,471,16,,,,,,,
,Port Chester Village,"28,009",53,1,5,33,14,628,114,477,37,,,,,,,
,Poughkeepsie,"30,232",357,2,23,131,201,"1,204",183,918,103,,,,,,,
,Poughkeepsie Town,"43,637",80,0,5,15,60,"1,078",92,927,59,,,,,,,
,Riverhead Town,"32,049",113,0,9,57,47,"1,163",225,906,32,,,,,,,
,Rochester,"215,507","1,782",36,91,934,721,"15,458","2,721","9,551","3,186",269,,,,,,
,Rockville Centre Village,"24,444",13,0,0,12,1,282,45,210,27,,,,,,,
,Rome,"34,578",48,1,16,11,20,703,172,491,40,,,,,,,
,Rotterdam Town,"28,764",35,1,1,12,21,855,70,761,24,,,,,,,
,Rye,"15,095",4,0,0,2,2,273,24,241,8,,,,,,,
,Saratoga Springs,"27,385",19,0,0,3,16,438,57,353,28,,,,,,,
,Saugerties Town,"15,231",14,0,2,3,9,259,49,204,6,,,,,,,
,Scarsdale Village,"17,964",3,0,0,2,1,246,36,200,10,,,,,,,
,Shawangunk Town,"12,600",6,0,0,1,5,49,14,33,2,,,,,,,
,Southport Town,"10,932",4,0,0,0,4,42,8,34,0,,,,,,,
,Spring Valley Village,"25,558",190,2,8,73,107,494,107,336,51,,,,,,,
,Stony Point Town,"14,838",8,0,3,2,3,83,5,73,5,,,,,,,
,Suffern Village,"11,035",22,0,1,2,19,136,13,112,11,,,,,,,
,Syracuse,"144,278","1,294",16,60,446,772,"6,556","1,659","3,784","1,113",57,,,,,,
,Tarrytown Village,"11,433",15,0,1,10,4,123,18,92,13,,,,,,,
,Tonawanda,"15,730",34,0,3,5,26,343,44,282,17,,,,,,,
,Tonawanda Town,"60,224",81,0,6,18,57,"1,021",125,852,44,,,,,,,
,Troy,"48,743",298,1,30,84,183,"2,014",553,"1,266",195,,,,,,,
,Ulster Town,"12,729",12,0,2,5,5,231,20,202,9,,,,,,,
,Utica,"59,600",287,5,17,139,126,"2,506",605,"1,740",161,,,,,,,
,Vestal Town,"26,915",9,0,0,0,9,527,27,492,8,,,,,,,
,Wallkill Town,"26,115",12,0,0,7,5,266,29,227,10,,,,,,,
,Watertown,"26,834",65,3,17,19,26,882,132,736,14,,,,,,,
,Watervliet,"10,071",39,0,2,11,26,231,52,163,16,,,,,,,
,Webster Town and Village,"39,857",28,1,2,2,23,577,100,450,27,,,,,,,
,West Seneca Town,"45,310",62,0,5,10,47,"1,045",134,872,39,,,,,,,
,White Plains,"56,008",213,0,6,69,138,"1,439",86,"1,288",65,,,,,,,
,Yonkers,"197,768",942,15,23,457,447,"3,732",713,"2,342",677,37,,,,,,
NORTH CAROLINA,Albemarle,"15,654",101,0,4,26,71,998,283,670,45,12,,,,,,
,Apex,"27,012",70,1,2,8,59,438,84,336,18,2,,,,,,
,Asheville,"70,145",473,6,36,251,180,"4,984","1,087","3,371",526,29,,,,,,
,Boone,"13,336",20,0,3,3,14,379,49,313,17,2,,,,,,
,Burlington,"47,008",294,0,11,83,200,"2,545",534,"1,898",113,8,,,,,,
,Carrboro,"17,014",99,0,6,41,52,"1,149",232,863,54,0,,,,,,
,Cary,"101,415",94,1,15,30,48,"2,034",413,"1,520",101,7,,,,,,
,Chapel Hill,"50,087",226,1,12,70,143,"2,230",535,"1,613",82,6,,,,,,
,Charlotte-Mecklenburg,"661,883","7,275",59,312,"2,786","4,118","46,927","12,021","28,129","6,777",347,,,,,,
,Clayton,"11,473",34,2,2,18,12,426,100,300,26,2,,,,,,
,Concord,"59,882",170,3,11,82,74,"2,940",516,"2,243",181,7,,,,,,
,Cornelius,"17,095",29,0,3,8,18,182,54,113,15,1,,,,,,
,Durham,"201,537","1,561",30,91,814,626,"12,235","3,249","8,040",946,51,,,,,,
,Eden,"15,871",50,3,1,25,21,968,234,693,41,2,,,,,,
,Elizabeth City,"17,850",137,2,9,42,84,"1,120",279,786,55,2,,,,,,
,Fayetteville,"126,354","1,042",14,42,362,624,"9,862","2,040","7,144",678,22,,,,,,
,Fuquay-Varina,"10,250",51,0,5,17,29,481,98,358,25,3,,,,,,
,Garner,"20,864",95,2,5,45,43,"1,242",195,988,59,5,,,,,,
,Gastonia,"68,861",747,7,40,273,427,"6,407","1,258","4,600",549,51,,,,,,
,Goldsboro,"39,097",341,5,6,89,241,"2,544",658,"1,747",139,4,,,,,,
,Graham,"13,494",83,1,1,20,61,624,132,462,30,2,,,,,,
,Greensboro,"232,761","1,711",14,104,802,791,"13,754","3,441","9,232","1,081",,,,,,,
,Greenville,"68,261",497,4,22,169,302,"4,474","1,364","2,906",204,10,,,,,,
,Havelock,"22,858",43,0,3,5,35,464,86,346,32,4,,,,,,
,Henderson,"16,490",161,3,6,78,74,"1,614",404,"1,158",52,10,,,,,,
,Hickory,"40,105",295,4,23,101,167,"3,086",758,"2,215",113,7,,,,,,
,High Point,"93,002",668,10,42,224,392,"5,815","1,819","3,495",501,27,,,,,,
,Holly Springs,"12,896",19,0,5,2,12,185,41,138,6,0,,,,,,
,Hope Mills,"12,157",64,3,8,24,29,842,140,655,47,3,,,,,,
,Huntersville,"32,838",68,0,6,16,46,973,214,720,39,10,,,,,,
,Jacksonville,"68,460",109,0,6,28,75,816,130,638,48,2,,,,,,
,Kannapolis,"38,786",134,2,8,48,76,825,210,550,65,7,,,,,,
,Kernersville,"20,373",91,0,7,14,70,"1,174",207,924,43,8,,,,,,
,Kings Mountain,"10,705",54,0,3,17,34,838,198,634,6,1,,,,,,
,Kinston,"23,344",256,4,9,46,197,"2,296",589,"1,600",107,12,,,,,,
,Laurinburg,"15,800",101,1,2,26,72,"1,122",409,667,46,10,,,,,,
,Lenoir,"18,238",45,1,2,8,34,709,153,511,45,1,,,,,,
,Lexington,"20,710",155,1,11,27,116,"1,228",374,803,51,6,,,,,,
,Lumberton,"21,498",286,4,5,136,141,"3,173",739,"2,220",214,3,,,,,,
,Matthews,"23,809",55,5,3,16,31,"1,073",197,811,65,14,,,,,,
,Mooresville,"19,918",44,0,5,12,27,632,80,526,26,5,,,,,,
,Morganton,"17,536",65,0,2,25,38,760,186,544,30,1,,,,,,
,New Bern,"23,679",149,6,13,42,88,"1,623",424,"1,162",37,5,,,,,,
,Newton,"12,884",36,0,6,13,17,825,219,562,44,3,,,,,,
,Pinehurst,"10,946",5,0,1,1,3,112,1,109,2,0,,,,,,
,Raleigh,"321,850","1,867",16,99,661,"1,091","12,126","2,576","8,523","1,027",78,,,,,,
,Reidsville,"15,012",68,2,1,29,36,"1,168",307,810,51,10,,,,,,
,Roanoke Rapids,"16,775",74,2,7,25,40,"1,077",241,768,68,3,,,,,,
,Rocky Mount,"56,876",546,5,20,180,341,"4,833","1,414","3,184",235,17,,,,,,
,Salisbury,"26,971",209,2,13,91,103,"2,032",410,"1,534",88,11,,,,,,
,Sanford,"23,718",180,2,10,67,101,"1,959",542,"1,297",120,5,,,,,,
,Shelby,"21,553",233,7,11,55,160,"1,778",554,"1,158",66,6,,,,,,
,Smithfield,"11,645",129,1,4,41,83,"1,129",191,849,89,1,,,,,,
,Southern Pines,"11,628",74,1,1,15,57,560,164,372,24,2,,,,,,
,Statesville,"24,514",212,2,8,60,142,"1,837",489,"1,251",97,10,,,,,,
,Tarboro,"10,872",51,0,8,8,35,478,96,372,10,3,,,,,,
,Thomasville,"25,854",164,0,10,40,114,"1,291",328,890,73,3,,,,,,
,Wake Forest,"16,284",34,0,3,5,26,464,106,344,14,3,,,,,,
,Wilmington,"92,589",861,8,63,266,524,"6,991","1,894","4,585",512,21,,,,,,
,Wilson,"46,653",227,11,15,88,113,"2,511",596,"1,755",160,11,,,,,,
,Winston-Salem,"193,331","1,512",21,96,537,858,"12,357","3,546","7,728","1,083",58,,,,,,
NORTH DAKOTA,Bismarck,"56,391",51,1,7,4,39,"1,468",174,"1,204",90,4,,,,,,
,Dickinson,"15,696",17,0,2,8,7,447,69,355,23,0,,,,,,
,Fargo,"91,560",45,1,22,3,19,"2,096",344,"1,589",163,4,,,,,,
,Grand Forks,"48,659",61,0,18,3,40,"1,905",250,"1,531",124,16,,,,,,
,Minot,"35,454",72,1,28,5,38,"1,104",150,851,103,4,,,,,,
,West Fargo,"16,445",12,0,3,1,8,345,67,250,28,2,,,,,,
,Williston,"12,234",16,0,3,0,13,225,20,178,27,5,,,,,,
OHIO,Akron,"212,646","1,243",13,175,605,450,"12,686","3,248","7,915","1,523",84,,,,,,
,Alliance,"22,938",80,0,16,29,35,"1,161",248,877,36,18,,,,,,
,Amherst,"11,762",12,1,3,7,1,185,31,152,2,4,,,,,,
,Ashland,"21,493",21,0,10,7,4,586,74,501,11,4,,,,,,
,Athens,"22,265",38,0,12,5,21,531,102,408,21,0,,,,,,
,Aurora,"14,299",5,0,3,1,1,155,25,125,5,4,,,,,,
,Avon,"13,905",14,0,3,2,9,205,52,144,9,2,,,,,,
,Avon Lake,"19,822",11,0,1,1,9,154,51,95,8,0,,,,,,
,Bainbridge Township,"11,204",10,0,1,0,9,310,20,288,2,1,,,,,,
,Barberton,"27,518",58,1,5,23,29,"1,102",188,856,58,11,,,,,,
,Beavercreek,"39,276",46,0,11,22,13,"1,436",160,"1,181",95,3,,,,,,
,Bedford Heights,"11,212",21,0,1,8,12,269,40,169,60,2,,,,,,
,Bellefontaine,"13,006",141,1,18,3,119,538,95,427,16,0,,,,,,
,Berea,"18,543",34,0,2,2,30,366,43,303,20,4,,,,,,
,Bexley,"12,658",25,0,3,20,2,464,130,305,29,3,,,,,, 
,Boardman,"41,417",37,1,8,25,3,"1,194",178,926,90,2,,,,,,
,Bowling Green,"29,442",37,1,7,11,18,"1,047",132,892,23,1,,,,,,
,Brecksville,"13,501",5,0,1,0,4,73,11,62,0,0,,,,,,
,Broadview Heights,"16,755",19,0,0,4,15,109,20,74,15,0,,,,,,
,Brooklyn,"11,299",20,0,0,15,5,398,48,304,46,0,,,,,,
,Brook Park,"20,721",19,0,1,0,18,77,2,42,33,0,,,,,,
,Canton,"79,416","1,186",9,94,327,756,"6,088","1,641","3,820",627,39,,,,,,
,Celina,"10,296",23,0,4,2,17,344,45,286,13,11,,,,,,
,Centerville,"23,180",16,0,4,3,9,598,80,491,27,7,,,,,,
,Chillicothe,"22,215",57,0,10,33,14,"2,212",344,"1,754",114,14,,,,,,
,Cincinnati,"318,005","3,651",64,310,"2,405",872,"22,723","5,575","14,288","2,860",249,,,,,,
,Circleville,"13,427",33,0,6,11,16,"1,053",231,794,28,5,,,,,,
,Cleveland3,"462,260","5,983",78,520,"3,289","2,096","27,008","8,120","13,080","5,808",442,,,,,,
,Cleveland Heights,"49,115",13,0,1,12,0,669,85,501,83,0,,,,,,
,Columbus,"729,911","5,925",88,574,"3,353","1,910","56,936","14,695","33,844","8,397",507,,,,,,
,Conneaut,"12,692",21,1,5,2,13,560,116,401,43,2,,,,,,
,Copley Township,"13,996",10,0,1,9,0,210,19,181,10,1,,,,,,
,Cuyahoga Falls,"50,477",109,3,27,23,56,"1,983",200,"1,650",133,7,,,,,,
,Dayton,"162,024","1,630",32,126,913,559,"12,748","3,690","6,624","2,434",185,,,,,,
,Delaware,"28,416",74,0,35,17,22,"1,045",223,793,29,20,,,,,,
,Delhi Township,"31,122",19,0,4,9,6,445,43,380,22,2,,,,,,
,Dover,"12,370",8,0,0,1,7,85,14,65,6,1,,,,,,
,Dublin,"33,674",25,0,6,11,8,640,130,480,30,2,,,,,,
,East Cleveland,"26,308",63,0,1,1,61,7,0,0,7,0,,,,,,
,Eastlake,"20,031",14,0,0,7,7,319,19,269,31,4,,,,,,
,Englewood,"12,485",22,0,3,9,10,477,46,399,32,2,,,,,,
,Euclid,"51,364",195,2,27,88,78,"1,769",320,"1,250",199,17,,,,,,
,Fairborn,"32,540",78,0,16,37,25,"1,568",359,"1,084",125,15,,,,,,
,Fairfield,"42,630",121,1,16,28,76,"1,530",231,"1,178",121,6,,,,,,
,Fairfield Township,"16,573",260,0,5,3,252,487,89,366,32,0,,,,,,
,Forest Park,"18,776",48,1,10,25,12,554,85,421,48,3,,,,,,
,Franklin,"12,089",30,0,5,10,15,706,145,525,36,3,,,,,,
,Franklin Township,"14,938",6,1,1,2,2,192,85,101,6,3,,,,,,
,Fremont,"17,271",46,0,2,13,31,"1,191",185,970,36,8,,,,,,
,Gahanna,"33,291",28,1,6,17,4,910,173,692,45,6,,,,,,
,Galion,"11,514",25,0,6,1,18,519,79,430,10,1,,,,,,
,Garfield Heights,"29,942",94,0,7,40,47,838,209,582,47,6,,,,,,
,Genoa Township,"12,507",0,0,0,0,0,126,24,99,3,0,,,,,,
,Girard,"10,676",18,0,2,9,7,489,82,375,32,0,,,,,,
,Goshen Township (Clermont County) ,"15,062",26,0,1,3,22,320,78,220,22,4,,,,,,
,Greenville,"13,261",51,0,7,9,35,492,97,367,28,6,,,,,,
,Hamilton,"60,886",540,3,78,209,250,"5,217","1,159","3,458",600,29,,,,,,
,Hilliard,"25,860",18,0,4,7,7,813,204,588,21,17,,,,,,
,Howland Township,"17,276",16,0,1,6,9,607,117,444,46,0,,,,,,
,Huber Heights,"38,318",69,2,15,40,12,"1,566",305,"1,154",107,11,,,,,,
,Hudson,"23,100",4,0,2,0,2,240,48,188,4,5,,,,,,
,Jackson Township,"37,549",75,0,4,39,32,"1,322",171,"1,131",20,6,,,,,,
,Kent,"28,139",79,2,10,15,52,768,128,587,53,56,,,,,,
,Kettering,"56,609",94,0,31,47,16,"2,136",362,"1,608",166,5,,,,,,
,Lakewood,"54,488",125,1,7,40,77,"1,174",291,779,104,4,,,,,,
,Lancaster,"35,987",99,0,23,30,46,"1,650",323,"1,241",86,14,,,,,,
,Lebanon,"18,804",22,0,4,4,14,585,117,441,27,0,,,,,,
,Liberty Township,"12,465",26,0,2,20,4,463,109,298,56,1,,,,,,
,Lima,"40,631",465,5,90,147,223,"2,832",852,"1,823",157,,,,,,,
,Lorain,"68,093",332,6,20,91,215,"2,279",710,"1,471",98,16,,,,,,
,Lyndhurst,"14,905",1,0,0,1,0,41,1,35,5,0,,,,,,
,Madison Township,"16,307",30,0,3,1,26,416,66,320,30,8,,,,,,
,Mansfield,"50,791",144,2,22,84,36,"3,395",897,"2,325",173,27,,,,,,
,Marietta,"14,063",40,0,10,15,15,506,73,408,25,0,,,,,,
,Marion,"37,376",102,1,20,39,42,"1,820",428,"1,340",52,10,,,,,,
,Marysville,"16,278",14,1,6,4,3,528,108,401,19,7,,,,,,
,Mentor,"50,106",51,0,14,25,12,"1,308",135,"1,106",67,9,,,,,,
,Miamisburg,"19,897",57,1,15,28,13,931,182,639,110,16,,,,,,
,Miami Township,"38,378",36,0,15,7,14,803,85,665,53,3,,,,,,
,Middletown,"52,046",154,1,22,58,73,"3,435",709,"2,591",135,9,,,,,,
,Monroe,"11,299",99,1,9,9,80,670,94,550,26,0,,,,,,
,Newark,"46,696",82,2,30,41,9,"2,405",560,"1,751",94,35,,,,,,
,New Philadelphia,"17,398",12,0,2,6,4,181,19,160,2,0,,,,,,
,North Canton,"16,756",14,0,5,4,5,389,66,304,19,2,,,,,,
,North Olmsted,"33,549",32,0,2,14,16,502,63,391,48,5,,,,,,
,North Ridgeville,"24,343",21,0,4,7,10,421,92,294,35,4,,,,,,
,North Royalton,"29,658",26,0,4,3,19,129,49,70,10,1,,,,,,
,Norton,"11,672",24,0,4,11,9,434,82,326,26,1,,,,,,
,Norwalk,"16,386",0,0,0,0,0,355,90,247,18,0,,,,,,
,Norwood,"20,823",121,0,12,62,47,"1,470",191,"1,151",128,0,,,,,,
,Oxford,"22,328",84,0,5,9,70,736,126,591,19,13,,,,,,
,Parma,"84,031",139,0,15,52,72,"1,742",388,"1,213",141,14,,,,,,
,Parma Heights,"21,252",42,0,10,14,18,491,96,345,50,2,,,,,,
,Pataskala,"11,874",16,0,2,10,4,372,75,266,31,8,,,,,,
,Perkins Township,"12,425",20,1,1,9,9,383,5,377,1,0,,,,,,
,Perrysburg,"16,874",19,0,2,3,14,408,39,360,9,0,,,,,,
,Pickerington,"12,653",14,0,1,9,4,301,48,252,1,2,,,,,,
,Pierce Township,"13,028",16,0,7,4,5,244,43,196,5,5,,,,,,
,Piqua,"20,770",42,1,13,22,6,"1,293",216,"1,032",45,6,,,,,,
,Poland Township,"11,622",7,0,0,1,6,106,39,63,4,0,,,,,,
,Portsmouth,"19,953",204,6,31,79,88,"2,967",583,"2,182",202,0,,,,,,
,Ravenna,"11,529",42,0,8,12,22,744,72,647,25,0,,,,,,
,Reading,"10,769",63,1,17,7,38,448,82,327,39,5,,,,,,
,Reynoldsburg,"32,945",90,0,9,32,49,"1,340",208,"1,040",92,5,,,,,,
,Riverside,"23,118",70,1,5,37,27,"1,098",264,661,173,8,,,,,,
,Salem,"12,126",1,0,0,1,0,79,9,58,12,0,,,,,,
,Sandusky,"27,085",141,0,16,31,94,"1,817",378,"1,359",80,6,,,,,,
,Seven Hills,"12,123",13,0,0,4,9,101,19,76,6,2,,,,,,
,Sharonville,"13,532",50,2,10,25,13,708,110,552,46,5,,,,,,
,Solon,"22,293",15,0,3,7,5,264,22,237,5,2,,,,,,
,South Euclid,"22,906",35,0,3,25,7,467,78,355,34,4,,,,,,
,Springboro,"15,082",18,0,7,4,7,228,34,185,9,0,,,,,,
,Springdale,"10,150",35,1,8,21,5,"1,114",49,"1,016",49,1,,,,,,
,Springfield,"64,614",490,6,55,261,168,"6,167","1,509","4,151",507,16,,,,,,
,Springfield Township (Hamilton County),"36,783",66,2,17,28,19,758,146,553,59,1,,,,,,
,Springfield Township (Summit County),"15,584",33,0,11,11,11,937,208,671,58,9,,,,,,
,Steubenville,"19,608",104,1,7,38,58,972,159,774,39,0,,,,,,
,Stow,"34,360",13,0,6,2,5,700,97,585,18,4,,,,,,
,Streetsboro,"13,850",11,0,3,6,2,448,62,371,15,0,,,,,,
,Strongsville,"44,650",0,0,0,0,0,380,29,328,23,0,,,,,,
,Sylvania,"19,066",5,0,1,3,1,272,50,213,9,2,,,,,,
,Sylvania Township,"25,924",1,0,0,0,1,369,2,367,0,0,,,,,,
,Tallmadge,"17,200",28,3,7,7,11,443,91,329,23,6,,,,,,
,Tiffin,"17,533",21,0,9,6,6,789,111,648,30,1,,,,,,
,Toledo,"309,600","3,267",22,145,"1,195","1,905","21,678","5,651","13,235","2,792",346,,,,,,
,Twinsburg,"17,271",19,0,0,6,13,190,29,153,8,2,,,,,,
,Union Township (Clermont County),"43,011",29,0,2,22,5,"1,429",195,"1,218",16,9,,,,,,
,University Heights,"13,751",32,0,7,15,10,250,26,219,5,6,,,,,,
,Urbana,"11,621",12,0,2,2,8,396,83,294,19,3,,,,,,
,Vandalia,"14,524",11,1,3,7,0,375,63,282,30,3,,,,,,
,Van Wert,"10,621",25,0,9,4,12,497,88,381,28,3,,,,,,
,Vermilion,"10,962",5,0,0,1,4,447,121,302,24,1,,,,,,
,Wadsworth,"19,502",33,0,17,8,8,398,77,298,23,1,,,,,,
,Warren,"46,703",410,7,55,171,177,"2,794",871,"1,627",296,69,,,,,,
,Warrensville Heights,"14,749",51,0,15,21,15,353,98,181,74,2,,,,,,
,Washington Court House,"13,344",21,0,4,4,13,615,179,419,17,1,,,,,,
,West Carrollton,"13,514",31,1,4,8,18,501,105,300,96,2,,,,,,
,West Chester Township,"53,361",69,0,21,18,30,"1,704",325,"1,303",76,12,,,,,,
,Westerville,"34,993",44,1,3,25,15,"1,122",146,949,27,17,,,,,,
,Westlake,"32,089",1,0,0,0,1,26,2,12,12,0,,,,,,
,Whitehall,"18,649",157,0,12,109,36,"1,559",339,"1,064",156,14,,,,,,
,Willoughby,"22,534",39,0,3,10,26,433,57,334,42,1,,,,,,
,Willowick,"14,101",6,0,0,4,2,196,20,155,21,0,,,,,,
,Wilmington,"12,212",68,0,8,13,47,686,109,565,12,0,,,,,,
,Worthington,"13,630",9,0,1,4,4,361,73,279,9,3,,,,,,
,Xenia,"23,870",30,0,10,14,6,"1,147",185,918,44,8,,,,,,
,Youngstown,"79,432",732,23,62,275,372,"4,227","1,665","2,151",411,192,,,,,,
,Zanesville,"25,328",100,2,16,49,33,"1,638",292,"1,259",87,15,,,,,,
OKLAHOMA,Ada,"16,063",103,1,11,5,86,849,193,618,38,5,,,,,,
,Altus,"20,629",49,0,13,13,23,"1,058",305,724,29,4,,,,,,
,Ardmore,"24,010",235,2,16,27,190,"1,599",338,"1,184",77,7,,,,,,
,Bartlesville,"34,827",95,0,9,10,76,"1,308",278,973,57,23,,,,,,
,Bethany,"20,077",70,3,13,18,36,865,208,588,69,7,,,,,,
,Bixby,"16,668",27,0,4,4,19,297,83,184,30,6,,,,,,
,Broken Arrow,"83,893",202,1,26,30,145,"2,189",433,"1,599",157,29,,,,,,
,Chickasha,"16,401",154,3,10,22,119,"1,123",264,786,73,12,,,,,,
,Choctaw,"10,191",16,0,3,2,11,219,73,133,13,2,,,,,,
,Claremore,"16,830",53,1,7,8,37,688,141,502,45,1,,,,,,
,Del City,"22,247",114,0,7,34,73,786,244,454,88,18,,,,,,
,Duncan,"22,106",58,1,6,9,42,"1,083",196,823,64,9,,,,,,
,Durant,"14,615",73,0,16,8,49,964,254,633,77,4,,,,,,
,Edmond,"71,888",104,0,26,21,57,"1,668",313,"1,277",78,10,,,,,,
,Elk City,"10,547",18,0,3,1,14,266,33,219,14,1,,,,,,
,El Reno,"15,993",63,2,8,7,46,521,112,380,29,9,,,,,,
,Enid,"46,595",216,1,34,18,163,"2,639",616,"1,923",100,2,,,,,,
,Guthrie,"10,145",62,1,10,5,46,399,111,276,12,2,,,,,,
,Guymon,"10,601",36,0,10,8,18,413,82,307,24,2,,,,,,
,Jenks,"11,600",11,0,2,1,8,205,59,138,8,0,,,,,,
,Lawton,"92,044",702,2,58,154,488,"5,207","1,377","3,595",235,32,,,,,,
,McAlester,"17,931",55,2,5,7,41,791,216,546,29,3,,,,,,
,Miami,"13,531",84,0,10,3,71,717,162,528,27,8,,,,,,
,Midwest City,"54,849",109,1,19,25,64,"2,078",512,"1,385",181,11,,,,,,
,Moore,"45,141",98,0,20,23,55,"1,760",391,"1,175",194,2,,,,,,
,Muskogee,"38,767",326,5,20,49,252,"1,771",659,956,156,21,,,,,,
,Mustang,"14,601",56,0,3,2,51,466,69,385,12,6,,,,,,
,Norman,"99,537",184,2,29,31,122,"3,284",734,"2,241",309,6,,,,,,
,Oklahoma City,"525,094","4,321",39,374,"1,173","2,735","45,594","8,315","33,444","3,835",193,,,,,,
