State,City by state,Population,Crime Index  ,Modified Crime Index1,Murder      and non-negligent         man-     slaughter,Forcible rape,Robbery,Aggravated assault,Burglary,Larceny-theft,Motor vehicle theft,Arson1,,,,,
,Haverstraw Town,"23,919",414,,1,2,6,104,74,208,19,,,,,,
,Hempstead Village,"57,094","1,455",,4,10,177,201,122,512,429,,,,,,
,Hyde Park Town,"21,050",206,,0,2,6,4,29,154,11,,,,,,
,Irondequoit Town,"52,854","2,294",,0,4,55,15,265,"1,820",135,,,,,,
,Jamestown,"32,032","1,258",,1,11,40,110,269,762,65,,,,,,
,Kent Town,"14,143",246,,1,1,0,2,43,193,6,,,,,,
,Lewisboro Town,"12,442",138,,0,0,0,1,12,124,1,,,,,,
,Lloyd Town,"10,036",111,,0,1,2,5,28,70,5,,,,,,
,Lynbrook Village,"20,101",248,,3,3,9,7,37,150,39,,,,,,
,Mamaroneck Town,"11,430",143,,0,0,2,5,23,98,15,,,,,,
,Mamaroneck Village,"18,931",268,,0,0,3,7,42,188,28,,,,,,
,Manlius Town,"24,566",368,,2,0,0,12,58,285,11,,,,,,
,Massena Village,"11,316",185,,1,0,2,7,24,145,6,,,,,,
,Middletown,"25,630",865,,0,15,32,33,114,622,49,,,,,,
,Mount Kisco Village,"10,078",295,,0,0,13,25,24,213,20,,,,,,
,Newburgh,"28,529","1,889",,7,23,179,378,349,860,93,,,,,,
,Newburgh Town,"27,831","1,104",,1,4,18,19,114,921,27,,,,,,
,New Castle Town,"17,657",148,,0,0,0,6,23,112,7,,,,,,
,New Hartford Town and Village,"19,611",821,,0,2,5,7,56,744,7,,,,,,
,New Rochelle,"72,870","1,854",,2,3,125,132,218,"1,194",180,,,,,,
,New York,"8,084,693","250,630",,587,"1,689","27,229","34,334","30,102","129,655","27,034",,,,,,
,Niagara Falls,"56,123","3,847",,3,30,167,359,827,"2,078",383,,,,,,
,Niskayuna Town,"20,488",336,,0,2,1,8,38,275,12,,,,,,
,North Castle Town,"10,953",142,,0,2,3,2,32,96,7,,,,,,
,North Tonawanda,"33,579",639,,0,3,9,38,121,440,28,,,,,,
,Ogdensburg,"12,482",522,,0,1,1,11,87,402,20,,,,,,
,Ogden Town,"18,668",390,,0,1,3,11,56,312,7,,,,,,
,Olean,"15,493",527,,0,9,1,11,68,431,7,,,,,,
,Oneida,"11,091",524,,0,2,3,5,91,409,14,,,,,,
,Ossining Village,"24,240",433,,0,5,46,73,44,236,29,,,,,,
,Port Washington,"17,921",305,,0,1,6,10,38,237,13,,,,,,
,Poughkeepsie,"30,156","1,306",,3,17,123,141,209,742,71,,,,,,
,Poughkeepsie Town,"42,233","1,349",,0,5,21,78,101,"1,107",37,,,,,,
,Ramapo Town,"71,919",936,,0,1,24,54,162,651,44,,,,,,
,Rochester,"221,871","16,911","17,241",42,107,972,665,"2,467","9,853","2,805",330,,,,,
,Rockville Centre Village,"24,803",439,,0,0,22,45,68,254,50,,,,,,
,Rome,"35,284",770,,1,8,28,26,200,472,35,,,,,,
,Schodack Town,"10,956",206,,0,0,0,5,53,144,4,,,,,,
,Shawangunk Town,"12,136",112,,0,0,0,18,14,76,4,,,,,,
,Stony Point Town,"14,380",101,,0,0,0,2,23,74,2,,,,,,
,Suffern Village,"11,111",116,,0,0,1,10,20,82,3,,,,,,
,Syracuse,"148,712","9,791","9,909",23,43,551,902,"1,930","5,060","1,282",118,,,,,
,Tarrytown Village,"11,196",197,,0,6,2,12,41,115,21,,,,,,
,Troy,"49,640","2,496",,3,28,118,165,521,"1,411",250,,,,,,
,Utica,"61,230","3,168",,5,21,190,149,790,"1,866",147,,,,,,
,Watertown,"26,960",791,,1,28,16,28,122,584,12,,,,,,
,Webster Town and Village,"38,288",584,,0,5,3,1,63,477,35,,,,,,
,West Seneca Town,"46,358","1,024",,0,5,24,108,119,717,51,,,,,,
,White Plains,"53,584","2,033",,3,5,71,119,158,"1,564",113,,,,,,
,Yonkers,"197,957","4,676","4,723",13,11,419,450,746,"2,225",812,47,,,,,
NORTH CAROLINA,Albemarle,"16,207","1,243","1,252",5,6,45,79,290,725,93,9,,,,,
,Apex,"20,892",442,443,0,1,7,33,80,293,28,1,,,,,
,Asheboro,"22,401","1,986","1,987",1,3,29,20,419,"1,431",83,1,,,,,
,Asheville,"71,207","4,861","4,914",12,44,197,223,790,"3,112",483,53,,,,,
,Boone,"13,925",498,500,0,2,3,12,57,404,20,2,,,,,
,Burlington,"46,428","3,722","3,730",4,12,82,195,726,"2,542",161,8,,,,,
,Carrboro,"17,347",953,954,0,2,15,41,121,742,32,1,,,,,
,Cary,"97,716","2,253","2,257",0,7,44,61,384,"1,655",102,4,,,,,
,Chapel Hill,"50,354","2,505","2,516",1,6,81,148,403,"1,747",119,11,,,,,
,Charlotte-Mecklenburg,"646,864","48,597","49,052",67,289,"2,893","4,334","10,516","25,860","4,638",455,,,,,
,Concord,"57,860","2,894","2,904",1,16,81,75,499,"2,065",157,10,,,,,
,Cornelius,"12,372",197,197,0,4,13,21,47,111,1,0,,,,,
,Durham,"193,328","14,461","14,499",30,75,942,763,"3,088","8,483","1,080",38,,,,,
,Elizabeth City,"17,767","1,124","1,131",1,4,42,102,214,715,46,7,,,,,
,Fayetteville,"125,087","10,594","10,637",20,54,435,634,"2,273","6,480",698,43,,,,,
,Garner,"18,355","1,463","1,466",0,4,29,46,204,"1,132",48,3,,,,,
,Goldsboro,"40,357","3,219","3,236",6,3,90,217,664,"2,048",191,17,,,,,
,Graham,"13,265",803,805,0,3,12,48,191,511,38,2,,,,,
,Greensboro,"231,424","15,128","15,232",28,103,702,806,"2,946","9,392","1,151",104,,,,,
,Greenville,"62,511","5,225","5,230",4,24,208,321,"1,204","3,226",238,5,,,,,
,Havelock,"23,197",592,592,0,0,11,27,115,427,12,0,,,,,
,Hickory,"38,474","3,143","3,161",3,20,71,133,482,"2,275",159,18,,,,,
,High Point,"88,727","6,413","6,454",5,37,269,389,"1,483","3,641",589,41,,,,,
,Hope Mills,"11,615","1,006","1,011",3,3,24,27,152,752,45,5,,,,,
,Huntersville,"25,800",835,842,0,9,12,30,162,590,32,7,,,,,
,Jacksonville,"68,960",955,957,3,11,19,97,88,709,28,2,,,,,
,Kannapolis,"38,152","1,136","1,143",2,15,52,88,212,704,63,7,,,,,
,Kernersville,"17,703","1,250","1,254",1,4,15,66,177,942,45,4,,,,,
,Kings Mountain,"10,019",997,997,0,2,25,32,181,752,5,0,,,,,
,Kinston,"24,485","2,655","2,655",4,18,75,179,637,"1,650",92,0,,,,,
,Laurinburg,"16,408","1,090","1,104",1,11,39,69,313,606,51,14,,,,,
,Lenoir,"17,358",708,710,1,1,24,20,131,501,30,2,,,,,
,Lexington,"20,625","1,393","1,401",6,9,46,87,373,791,81,8,,,,,
,Lumberton,"21,495","3,238","3,246",1,12,125,192,696,"2,067",145,8,,,,,
,Matthews,"22,871","1,029","1,046",0,3,20,22,154,764,66,17,,,,,
,Morganton,"17,892",864,866,0,6,18,9,175,622,34,2,,,,,
,New Bern,"23,907","1,778","1,780",2,12,54,155,382,"1,117",56,2,,,,,
,Newton,"12,983",643,647,0,3,19,5,153,432,31,4,,,,,
,Pinehurst,"10,033",158,158,0,0,0,0,28,118,12,0,,,,,
,Raleigh,"285,383","17,833","17,923",19,106,697,"1,144","3,836","10,692","1,339",90,,,,,
,Roanoke Rapids,"17,527","1,168","1,172",2,1,40,53,251,752,69,4,,,,,
,Rocky Mount,"57,774","5,710","5,734",4,13,174,261,"1,148","3,835",275,24,,,,,
,Salisbury,"27,352","1,763","1,774",4,20,79,97,331,"1,136",96,11,,,,,
,Sanford,"24,001","2,608","2,620",5,10,88,104,514,"1,765",122,12,,,,,
,Shelby,"20,132","1,845","1,857",4,20,88,124,424,"1,120",65,12,,,,,
,Smithfield,"11,897","1,473","1,478",2,1,45,97,268,986,74,5,,,,,
,Southern Pines,"11,286",905,906,0,1,35,48,264,520,37,1,,,,,
,Statesville,"24,104","2,022","2,024",1,8,49,139,334,"1,402",89,2,,,,,
,Tarboro,"11,513",497,499,0,4,14,47,106,313,13,2,,,,,
,Thomasville,"20,453","1,172","1,176",1,7,27,101,269,722,45,4,,,,,
,Wake Forest,"13,011",427,428,0,2,14,26,87,286,12,1,,,,,
,Wilmington,"78,389","8,811","8,839",10,51,357,580,"1,851","5,215",747,28,,,,,
,Wilson,"45,899","3,147","3,154",1,12,103,235,687,"1,918",191,7,,,,,
,Winston-Salem,"192,027","14,669","14,784",15,116,549,934,"3,311","8,757",987,115,,,,,
NORTH DAKOTA,Bismarck,"54,832","1,698","1,705",1,5,14,25,181,"1,356",116,7,,,,,
,Dickinson,"15,808",459,459,1,1,5,4,48,376,24,0,,,,,
,Fargo,"89,458","3,266","3,281",0,49,14,61,396,"2,547",199,15,,,,,
,Grand Forks,"48,700","2,442","2,453",0,15,7,38,342,"1,859",181,11,,,,,
,Jamestown,"15,331",448,448,0,15,3,11,55,345,19,0,,,,,
,Mandan,"16,507",427,433,0,8,4,9,40,332,34,6,,,,,
,Minot,"36,106","1,189","1,198",0,12,4,24,191,881,77,9,,,,,
,West Fargo,"14,752",493,497,0,2,0,7,105,353,26,4,,,,,
,Williston,"12,354",281,282,0,9,1,4,18,220,29,1,,,,,
OHIO,Akron,"218,377","13,101","13,213",19,156,655,361,"3,069","7,383","1,458",112,,,,,
,Alliance,"23,392","1,389","1,411",5,19,34,37,269,975,50,22,,,,,
,Ashtabula,"21,088",14,14,1,0,1,3,2,7,0,0,,,,,
,Athens,"21,470",713,714,0,15,6,4,94,568,26,1,,,,,
,Aurora,"13,638",243,245,0,1,2,2,19,210,9,2,,,,,
,Avon,"11,515",184,185,0,0,2,4,21,155,2,1,,,,,
,Avon Lake,"18,254",262,262,0,0,2,0,65,188,7,0,,,,,
,Bainbridge Township,"10,966",266,266,0,3,0,12,35,209,7,0,,,,,
,Barberton,"28,066","1,420","1,430",0,19,23,26,268,"1,014",70,10,,,,,
,Beavercreek,"38,212","1,544","1,553",0,14,24,8,156,"1,258",84,9,,,,,
,Bedford Heights,"11,444",305,306,2,3,7,25,42,177,49,1,,,,,
,Bellefontaine,"13,147",638,638,0,7,7,3,126,475,20,0,,,,,
,Berea,"19,084",392,392,0,0,4,10,35,320,23,0,,,,,
,Bexley,"13,283",501,506,0,2,16,1,173,276,33,5,,,,,
,Bowling Green,"29,814","1,102","1,104",0,6,13,25,185,829,44,2,,,,,
,Brecksville,"13,462",92,93,0,0,2,1,19,66,4,1,,,,,
,Broadview Heights,"16,063",40,41,0,0,0,2,12,23,3,1,,,,,
,Brookfield Township,"10,066",280,280,0,7,3,13,69,173,15,0,,,,,
,Brooklyn,"11,655",537,539,1,1,19,10,37,434,35,2,,,,,
,Brook Park,"21,345",117,117,1,0,0,4,14,58,40,0,,,,,
,Cambridge,"11,589","1,074","1,075",0,10,12,46,184,760,62,1,,,,,
,Celina,"10,365",408,417,0,1,4,11,57,313,22,9,,,,,
,Centerville,"23,162",556,559,0,4,5,9,117,378,43,3,,,,,
,Chillicothe,"21,926","2,461","2,473",0,11,32,14,456,"1,858",90,12,,,,,
,Cincinnati,"333,273","29,205","29,657",64,388,"2,412","1,329","6,461","14,526","4,025",452,,,,,
,Circleville,"13,566",959,964,0,2,9,18,175,710,45,5,,,,,
,Cleveland,"481,274","33,209","33,698",80,619,"3,263","2,402","8,096","13,250","5,499",489,,,,,
,Cleveland Heights,"50,258",768,768,0,0,23,2,88,564,91,0,,,,,
,Columbus,"715,739","66,261","66,484",81,673,"3,503","2,242","16,066","36,063","7,633",223,,,,,
,Conneaut,"12,560",390,390,0,1,3,12,65,297,12,0,,,,,
,Copley Township,"13,704",373,373,1,2,9,5,37,293,26,0,,,,,
,Cuyahoga Falls,"49,670","1,919","1,925",0,18,14,40,229,"1,519",99,6,,,,,
,Dayton,"167,176","15,932","16,108",42,193,"1,066",728,"3,903","7,311","2,689",176,,,,,
,Delaware,"25,394","1,052","1,081",2,41,13,31,196,720,49,29,,,,,
,Delhi Township,"30,241",493,493,0,1,8,8,54,400,22,0,,,,,
,Dover,"12,283",231,237,0,4,2,10,42,163,10,6,,,,,
,Dublin,"31,580",760,766,0,9,5,5,127,574,40,6,,,,,
,East Cleveland,"27,380","1,846","1,846",6,36,191,152,487,407,567,0,,,,,
,Eastlake,"20,376",391,394,0,2,7,5,51,294,32,3,,,,,
,East Liverpool,"13,167",450,451,0,2,11,6,104,298,29,1,,,,,
,Englewood,"12,308",561,562,1,4,10,15,48,450,33,1,,,,,
,Euclid,"53,033","2,477","2,480",2,30,100,40,449,"1,559",297,3,,,,,
,Fairborn,"32,244","1,672","1,680",1,26,27,33,277,"1,211",97,8,,,,,
,Fairfield,"42,350","1,931","1,945",0,16,21,128,273,"1,380",113,14,,,,,
,Forest Park,"19,580",724,726,0,8,26,8,96,546,40,2,,,,,
,Franklin Township,"14,596",214,226,0,2,3,2,84,107,16,12,,,,,
,Fremont,"17,479","1,589","1,596",2,6,20,36,179,"1,301",45,7,,,,,
,Gahanna3,"32,831","1,040","1,047",0,11,13,12,210,752,42,7,,,,,
,Garfield Heights,"30,918",463,463,0,1,13,36,88,278,47,0,,,,,
,Genoa Township,"11,344",202,203,2,0,1,1,27,163,8,1,,,,,
,Girard,"10,967",436,436,0,2,5,6,102,275,46,0,,,,,
,Goshen Township,"13,726",328,338,0,2,2,36,93,171,24,10,,,,,
,Greenville,"13,374",418,420,0,2,3,36,51,316,10,2,,,,,
,Hamilton,"61,054","5,513","5,543",4,73,189,303,"1,129","3,362",453,30,,,,,
,Hilliard,"24,375",768,780,0,3,4,8,120,613,20,12,,,,,
,Huber Heights,"38,441","1,889","1,907",0,11,48,21,293,"1,391",125,18,,,,,
,Hudson,"22,573",171,179,0,1,1,3,39,124,3,8,,,,,
,Kettering,"57,847","2,164","2,182",1,25,43,22,324,"1,609",140,18,,,,,
,Lakewood,"56,986","1,128","1,131",1,5,25,33,230,771,63,3,,,,,
,Lancaster,"35,547","1,320","1,340",0,19,35,25,280,882,79,20,,,,,
,Lebanon,"17,064",494,496,0,13,4,17,71,366,23,2,,,,,
,Lima,"40,321","3,286","3,310",5,66,126,252,755,"1,861",221,24,,,,,
,Lorain,"69,064","2,901","2,923",2,14,109,146,787,"1,746",97,22,,,,,
,Lyndhurst,"15,370",78,78,0,1,0,12,8,52,5,0,,,,,
,Madison Township,"15,574",398,401,0,0,4,24,45,308,17,3,,,,,
,Mansfield,"49,642","4,006","4,048",6,48,78,42,951,"2,697",184,42,,,,,
,Marietta,"14,602",458,465,0,17,5,10,78,318,30,7,,,,,
,Marion,"35,530","1,874","1,890",0,11,33,26,432,"1,312",60,16,,,,,
,Marysville,"16,037",502,503,1,2,3,34,71,370,21,1,,,,,
,Mason,"22,148",393,393,0,3,1,3,56,323,7,0,,,,,
,Maumee,"15,328",924,927,1,1,19,5,120,754,24,3,,,,,
,Mayfield Heights,"19,503",259,260,1,1,3,16,18,196,24,1,,,,,
,Mentor,"50,579","1,578","1,585",0,8,20,17,162,"1,284",87,7,,,,,
,Miamisburg,"19,606","1,147","1,159",0,8,19,11,218,777,114,12,,,,,
,Miami Township,"36,799",944,949,0,10,7,52,105,725,45,5,,,,,
,Middletown,"51,915","3,753","3,762",1,20,77,70,624,"2,820",141,9,,,,,
,Montgomery,"10,224",235,235,0,0,6,3,22,193,11,0,,,,,
,Newark,"46,556","2,598","2,631",2,19,41,37,552,"1,843",104,33,,,,,
,Niles,"21,058","2,610","2,655",1,6,32,97,179,"2,164",131,45,,,,,
,North Canton,"16,467",257,262,0,3,10,0,72,161,11,5,,,,,
,North College Hill,"10,143",610,615,0,4,29,16,97,413,51,5,,,,,
,North Olmsted,"34,318",668,668,1,0,11,12,24,567,53,0,,,,,
,North Ridgeville,"22,472",433,433,0,4,6,24,70,305,24,0,,,,,
,North Royalton,"28,819",407,407,2,9,1,8,34,334,19,0,,,,,
,Norton,"11,592",435,435,0,0,6,4,83,304,38,0,,,,,
,Norwalk,"16,335",459,463,0,0,3,1,80,364,11,4,,,,,
,Norwood,"21,805","1,553","1,555",1,21,65,39,197,"1,128",102,2,,,,,
,Oregon,"19,471","1,205","1,210",1,2,10,30,144,955,63,5,,,,,
,Parma,"86,169","1,774","1,792",2,17,41,55,382,"1,147",130,18,,,,,
,Parma Heights,"21,789",433,439,0,7,9,8,63,326,20,6,,,,,
,Perkins Township,"12,636",372,373,0,0,5,10,10,344,3,1,,,,,
,Perrysburg3,"17,047",486,489,0,1,6,11,72,385,11,3,,,,,
,Perry Township (Stark County),"29,300",644,651,1,3,9,37,123,406,65,7,,,,,
,Pierce Township,"12,282",246,249,0,1,3,4,34,188,16,3,,,,,
,Piqua,"20,863","1,267","1,281",0,5,22,14,211,988,27,14,,,,,
,Portsmouth,"21,034","2,276","2,279",3,34,80,68,484,"1,424",183,3,,,,,
,Ravenna,"11,842",600,600,0,4,3,29,37,491,36,0,,,,,
,Reading,"11,359",332,337,3,8,8,11,49,226,27,5,,,,,
,Reynoldsburg,"32,262","1,216","1,228",0,7,27,17,177,932,56,12,,,,,
,Richmond Heights,"11,009",431,431,0,0,10,5,19,366,31,0,,,,,
,Salem,"12,270",64,64,0,0,0,6,12,42,4,0,,,,,
,Sandusky,"28,011","2,081","2,082",1,10,37,74,337,"1,552",70,1,,,,,
,Seven Hills,"12,152",130,130,0,0,0,3,15,108,4,0,,,,,
,Shaker Heights,"29,582",790,794,0,1,33,14,125,536,81,4,,,,,
,Sharonville,"13,887",706,710,1,5,14,10,73,552,51,4,,,,,
,Solon,"21,932",342,344,0,0,3,2,50,281,6,2,,,,,
,South Euclid,"23,678",560,577,0,8,23,11,72,391,55,17,,,,,
,Springboro,"12,454",230,230,0,1,5,5,38,171,10,0,,,,,
,Springdale,"10,626","1,229","1,232",0,6,35,5,59,"1,042",82,3,,,,,
,Springfield,"65,750","7,226","7,243",7,79,287,214,"1,620","4,425",594,17,,,,,
,Springfield Township (Hamilton County),"37,759",822,822,0,3,21,25,187,524,62,0,,,,,
,Steubenville,"19,129","1,227","1,229",0,16,46,96,150,851,68,2,,,,,
,Stow,"32,332",773,786,1,2,18,7,132,592,21,13,,,,,
,Streetsboro,"12,385",342,343,0,0,3,1,28,299,11,1,,,,,
,Sylvania,"18,782",308,310,0,1,1,5,56,238,7,2,,,,,
,Sylvania Township,"25,674",838,840,0,1,10,4,114,673,36,2,,,,,
,Tallmadge,"16,488",476,480,0,6,8,15,87,341,19,4,,,,,
,Tiffin,"18,244",797,798,0,9,3,6,146,613,20,1,,,,,
,Toledo,"315,501","26,717","27,204",28,185,"1,378","1,592","5,811","14,510","3,213",487,,,,,
,Troy,"22,131",831,831,1,18,10,7,102,650,43,0,,,,,
,University Heights,"14,231",244,244,0,4,5,51,23,143,18,0,,,,,
,Urbana,"11,682",522,528,0,4,3,11,86,406,12,6,,,,,
,Vandalia,"14,690",567,573,0,11,7,5,101,409,34,6,,,,,
,Vermilion,"10,992",481,483,0,3,2,5,75,371,25,2,,,,,
,Wadsworth,"18,548",390,392,0,9,2,8,84,269,18,2,,,,,
,Warren,"47,113","2,728","2,789",5,38,110,245,707,"1,377",246,61,,,,,
,Warrensville Heights,"15,200",504,505,0,5,21,41,96,270,71,1,,,,,
,Washington Court House,"13,606",392,394,1,7,10,7,144,208,15,2,,,,,
,West Carrollton,"13,901",692,708,0,8,9,7,108,465,95,16,,,,,
,West Chester Township,"52,907","1,690","1,705",0,15,29,21,309,"1,245",71,15,,,,,
,Westerville,"35,530","1,129","1,139",1,2,18,12,192,867,37,10,,,,,
,Westlake,"31,909",453,453,0,3,5,4,63,359,19,0,,,,,
,Whitehall,"19,316","1,657","1,672",0,12,81,26,308,"1,071",159,15,,,,,
,Willoughby,"22,757",421,422,0,4,11,11,58,299,38,1,,,,,
,Willowick,"14,447",282,282,0,1,5,11,57,174,34,0,,,,,
,Worthington,"14,210",399,401,0,1,10,12,106,249,21,2,,,,,
,Xenia,"24,309","1,259","1,264",0,4,27,1,189,"1,011",27,5,,,,,
,Youngstown,"82,518","5,915","6,196",33,54,298,574,"1,832","2,631",493,281,,,,,
,Zanesville,"25,740","2,358","2,374",1,25,64,57,383,"1,729",99,16,,,,,
OKLAHOMA,Ada,"15,887",994,"1,003",3,13,5,69,226,630,48,9,,,,,
,Altus,"21,715","1,165","1,167",2,16,17,22,439,637,32,2,,,,,
,Ardmore,"24,007","1,977","1,984",2,9,26,252,325,"1,301",62,7,,,,,
,Bartlesville,"35,182","1,592","1,593",1,20,15,92,305,"1,079",80,1,,,,,
,Bethany,"20,560",853,859,1,9,16,47,174,555,51,6,,,,,
,Bixby,"13,502",370,377,1,2,5,25,64,239,34,7,,,,,
,Broken Arrow,"75,794","2,281","2,281",3,31,24,108,427,"1,532",156,0,,,,,
,Chickasha,"16,048","1,300","1,307",0,15,19,199,254,757,56,7,,,,,
,Claremore,"16,071",623,625,1,8,2,46,79,449,38,2,,,,,
,Del City,"22,404","1,044","1,055",0,14,35,58,239,599,99,11,,,,,
,Duncan,"22,785","1,139","1,143",0,10,6,41,185,846,51,4,,,,,
,Durant,"13,718",940,944,1,15,6,41,204,611,62,4,,,,,
,Edmond,"69,168","1,761","1,772",1,15,14,43,385,"1,229",74,11,,,,,
,Elk City,"10,642",274,275,0,1,1,4,26,231,11,1,,,,,
,El Reno,"16,414",594,596,1,4,9,46,109,380,45,2,,,,,
,Enid,"47,632","2,985","2,989",0,34,25,192,638,"1,969",127,4,,,,,
,Guthrie,"10,048",438,447,1,5,6,48,94,272,12,9,,,,,
,Guymon,"10,602",345,345,0,4,1,10,40,267,23,0,,,,,
,Lawton,"93,915","5,515","5,550",6,57,151,452,"1,281","3,247",321,35,,,,,
,McAlester,"18,005",932,934,0,4,12,43,217,589,67,2,,,,,
,Miami,"13,875",747,749,2,11,4,54,150,503,23,2,,,,,
,Midwest City,"54,763","2,318","2,328",1,20,36,117,574,"1,395",175,10,,,,,
,Moore,"41,652","1,729","1,736",0,17,14,104,332,"1,138",124,7,,,,,
,Muskogee,"38,788","2,318","2,334",0,18,68,198,685,"1,199",150,16,,,,,
,Mustang,"13,320",454,454,2,0,2,37,63,332,18,0,,,,,
,Norman,"96,888","3,769","3,783",1,34,44,145,"1,057","2,352",136,14,,,,,
,Oklahoma City,"512,448","49,929","50,157",38,445,"1,169","2,562","8,314","33,686","3,715",228,,,,,
,Okmulgee,"13,184",687,687,0,0,10,48,152,444,33,0,,,,,
,Owasso,"18,732",645,650,0,4,5,30,94,462,50,5,,,,,
,Ponca City,"26,242","1,542","1,564",0,29,18,156,291,952,96,22,,,,,
,Sand Springs,"17,669",704,709,0,9,14,33,128,451,69,5,,,,,
,Sapulpa,"19,405",831,846,1,1,11,35,149,569,65,15,,,,,
,Shawnee,"29,050","1,724","1,728",0,22,22,155,582,751,192,4,,,,,
,Stillwater,"39,552","1,432","1,435",0,24,7,66,262,"1,005",68,3,,,,,
,Tahlequah,"14,638",650,652,1,8,8,36,137,422,38,2,,,,,
,The Village,"10,284",629,630,0,1,5,31,136,430,26,1,,,,,
,Tulsa,"397,953","30,119","30,365",26,243,901,"3,153","6,313","15,918","3,565",246,,,,,
,Woodward,"12,001",628,629,0,14,1,90,152,349,22,1,,,,,
,Yukon,"21,305",653,656,1,1,3,19,118,486,25,3,,,,,
OREGON,Albany,"42,047","2,783","2,791",0,10,37,26,288,"2,230",192,8,,,,,
,Ashland,"20,093",947,960,0,5,9,1,147,739,46,13,,,,,
,Baker City,"10,149",398,399,0,10,3,13,56,295,21,1,,,,,
,Beaverton,"78,357","3,350","3,375",0,19,53,114,420,"2,410",334,25,,,,,
,Bend,"53,551","3,344","3,362",2,17,28,98,509,"2,506",184,18,,,,,
,Canby,"13,165",465,475,0,1,5,8,48,369,34,10,,,,,
,Central Point,"12,859",493,503,0,0,5,0,69,396,23,10,,,,,
,Coos Bay,"15,824",686,697,0,16,5,14,133,472,46,11,,,,,
,Dallas,"12,824",396,397,0,8,2,29,56,273,28,1,,,,,
,Eugene,"141,928","9,308","9,408",2,56,155,256,"1,209","6,824",806,100,,,,,
,Gladstone,"11,773",583,584,0,1,5,1,66,431,79,1,,,,,
,Grants Pass,"23,676","1,611","1,624",0,9,26,33,212,"1,233",98,13,,,,,
,Gresham,"92,844","6,154","6,212",3,62,141,276,817,"3,956",899,58,,,,,
,Hermiston,"13,539",785,787,0,5,4,0,107,618,51,2,,,,,
,Hillsboro,"72,240","3,759","3,794",2,37,60,84,376,"2,755",445,35,,,,,
,Keizer,"33,145","1,426","1,429",0,7,13,30,147,"1,091",138,3,,,,,
,Klamath Falls,"20,031",841,846,0,7,25,29,204,503,73,5,,,,,
,La Grande,"12,688",376,377,0,0,4,5,64,288,15,1,,,,,
,Lake Oswego,"36,311",824,842,0,3,8,22,153,585,53,18,,,,,
,Lebanon,"13,329",920,923,0,5,10,12,105,749,39,3,,,,,
,McMinnville,"27,274","1,164","1,167",1,19,14,19,217,825,69,3,,,,,
,Medford,"65,002","4,434","4,472",0,24,39,191,503,"3,484",193,38,,,,,
,Milwaukie,"21,090","1,071","1,081",0,9,13,22,148,752,127,10,,,,,
,Ontario,"11,306",872,872,0,8,6,46,81,691,40,0,,,,,
,Oregon City,"26,508","1,246","1,255",3,6,16,27,145,947,102,9,,,,,
,Pendleton,"16,833",780,784,0,2,11,7,130,577,53,4,,,,,
,Portland,"544,604","43,327","43,823",20,354,"1,294","2,844","5,702","27,933","5,180",496,,,,,
,Redmond,"13,875","1,224","1,226",1,13,5,8,166,959,72,2,,,,,
,Roseburg,"20,602","1,148","1,167",0,8,9,16,160,898,57,19,,,,,
,Salem,"140,931","12,389","12,412",6,79,156,103,"1,415","9,277","1,353",23,,,,,
,Sherwood,"12,136",346,348,0,2,0,0,45,288,11,2,,,,,
,Springfield,"54,411","4,063","4,098",0,11,29,78,464,"3,071",410,35,,,,,
,St. Helens,"10,312",392,397,0,2,3,8,65,296,18,5,,,,,
,The Dalles,"12,512",715,719,0,2,8,9,104,549,43,4,,,,,
,Tigard,"42,429","2,442","2,457",0,14,41,54,288,"1,858",187,15,,,,,
,Troutdale,"14,181",564,567,0,2,13,10,74,423,42,3,,,,,
,Tualatin,"23,458","1,028","1,028",0,2,11,28,130,748,109,0,,,,,
,West Linn,"22,913",484,485,0,1,8,3,78,377,17,1,,,,,
,Wilsonville,"14,401",697,698,0,7,6,9,82,515,78,1,,,,,
,Woodburn,"20,688","1,579","1,587",1,5,15,21,192,"1,131",214,8,,,,,
PENNSYLVANIA,Abington Township,"56,350","1,197","1,201",2,5,29,21,187,867,86,4,,,,,
,Aliquippa,"11,786",362,362,1,4,10,53,78,193,23,0,,,,,
,Allentown,"107,101","5,944","6,025",9,58,294,254,"1,212","3,615",502,81,,,,,
,Altoona,"49,741","2,058","2,063",2,20,74,81,540,"1,218",123,5,,,,,
,Aston Township,"16,274",262,262,0,0,5,25,30,171,31,0,,,,,
,Baldwin Borough,"20,087",275,275,1,7,9,13,52,164,29,0,,,,,
,Bensalem Township,"58,691","2,197","2,213",0,11,55,62,264,"1,505",300,16,,,,,
,Berks-Lehigh Regional,"20,471",243,245,0,1,2,9,38,179,14,2,,,,,
,Bethel Park,"33,703",388,388,0,3,9,12,66,282,16,0,,,,,
,Bethlehem,"71,643","2,418","2,424",2,31,98,114,398,"1,616",159,6,,,,,
,Bethlehem Township,"21,264",452,452,1,5,11,26,17,375,17,0,,,,,
,Bloomsburg Town,"12,429",299,301,0,6,5,10,41,219,18,2,,,,,
,Brecknock Township,"11,025",44,44,0,1,0,0,7,31,5,0,,,,,
,Bristol Township,"55,766","2,098","2,125",1,12,74,84,268,"1,393",266,27,,,,,
,Buckingham Township,"16,515",169,169,0,1,0,5,21,137,5,0,,,,,
